Course Instance,Student id,Status,Grade,Course code
I-2285,19990427-0096,not started,,1248
I-2287,19990427-0096,withdrawn,,1140
I-2286,19990427-0096,registered,,1218
I-2396,19990427-0096,completed,5.0,1274
I-286,19990427-0096,registered,,1222
I-2398,19990427-0096,not started,,1012
I-2403,19990427-0096,completed,5.0,1027
I-4682,19990518-0097,withdrawn,,1221
I-5309,19990518-0097,registered,,1125
I-5310,19990518-0097,withdrawn,,1227
I-5312,19990518-0097,not started,,1175
I-5311,19990518-0097,withdrawn,,1178
I-1556,19990518-0097,registered,,1181
I-918,19990518-0097,registered,,1017
I-1862,19990518-0097,completed,5.0,1132
I-5431,19990518-0097,not started,,1023
I-3911,19960704-0098,registered,,1186
I-33,19960704-0098,registered,,1102
I-36,19960704-0098,completed,4.0,1084
I-4329,19960704-0098,completed,3.0,1158
I-460,19960704-0098,completed,4.0,1240
I-149,19960704-0098,not started,,1194
I-3817,19960704-0098,not started,,1208
I-151,19960704-0098,withdrawn,,1158
I-2165,19960704-0098,not started,,1060
I-152,19960704-0098,not started,,1133
I-159,19960704-0098,withdrawn,,1021
I-1214,19960704-0098,completed,4.0,1257
I-3103,19960704-0098,registered,,1066
I-157,19960704-0098,registered,,1081
I-262,19960704-0098,registered,,1013
I-264,19960704-0098,completed,5.0,1230
I-265,19960704-0098,withdrawn,,1079
I-2481,19960704-0098,completed,4.0,1185
I-1329,19960621-0099,not started,,1167
I-1330,19960621-0099,completed,3.0,1132
I-1331,19960621-0099,registered,,1285
I-1332,19960621-0099,not started,,1241
I-4791,19960621-0099,completed,3.0,1237
I-1334,19960621-0099,withdrawn,,1283
I-1335,19960621-0099,registered,,1201
I-1338,19960621-0099,completed,5.0,1012
I-5000,19960621-0099,withdrawn,,1084
I-1452,19960621-0099,not started,,1261
I-1453,19960621-0099,withdrawn,,1236
I-1454,19960621-0099,registered,,1295
I-1456,19960621-0099,registered,,1015
I-1616,19980203-0100,completed,3.0,1108
I-5286,19980203-0100,registered,,1012
I-4235,19980203-0100,withdrawn,,1117
I-5290,19980203-0100,completed,5.0,1071
I-5400,19980203-0100,not started,,1247
I-5401,19980203-0100,registered,,1034
I-2474,19980203-0100,completed,4.0,1166
I-4139,19980203-0100,not started,,1165
I-3317,19960101-0101,withdrawn,,1078
I-2488,19960101-0101,completed,5.0,1098
I-5426,19960101-0101,registered,,1082
I-2490,19960101-0101,withdrawn,,1053
I-2602,19960101-0101,completed,3.0,1170
I-1240,19960101-0101,completed,5.0,1087
I-1018,19960101-0101,not started,,1091
I-1023,19960101-0101,registered,,1240
I-3733,19950821-0102,completed,5.0,1224
I-374,19950821-0102,registered,,1193
I-375,19950821-0102,withdrawn,,1142
I-376,19950821-0102,registered,,1022
I-3532,19950821-0102,registered,,1218
I-494,19950821-0102,completed,3.0,1135
I-2605,19950821-0102,not started,,1240
I-496,19950821-0102,registered,,1089
I-612,19950821-0102,completed,3.0,1095
I-1768,19950821-0102,completed,5.0,1168
I-3135,19950821-0102,completed,5.0,1025
I-1466,19950821-0102,withdrawn,,1274
I-184,19970806-0103,completed,4.0,1258
I-2293,19970806-0103,completed,3.0,1289
I-3333,19970806-0103,completed,4.0,1030
I-1977,19970806-0103,not started,,1209
I-400,19970806-0103,completed,5.0,1249
I-1251,19970806-0103,not started,,1177
I-3539,19970806-0103,withdrawn,,1099
I-2093,19970806-0103,completed,4.0,1054
I-1575,19970806-0103,completed,3.0,1191
I-2211,19970806-0103,not started,,1098
I-1885,19970806-0103,withdrawn,,1003
I-5133,19970806-0103,not started,,1217
I-2212,19970806-0103,registered,,1084
I-4181,19970806-0103,completed,4.0,1238
I-2207,19970806-0103,not started,,1180
I-4286,19970806-0103,not started,,1299
I-1573,19970806-0103,withdrawn,,1223
I-1355,19960123-0104,withdrawn,,1159
I-4273,19960123-0104,withdrawn,,1110
I-834,19960123-0104,withdrawn,,1120
I-512,19960123-0104,registered,,1057
I-4176,19960123-0104,withdrawn,,1006
I-1570,19960123-0104,completed,3.0,1032
I-1765,19960123-0104,not started,,1299
I-4179,19960123-0104,not started,,1035
I-4283,19960123-0104,completed,4.0,1133
I-3968,19960123-0104,withdrawn,,1269
I-1042,19960123-0104,completed,4.0,1299
I-4287,19960123-0104,registered,,1268
I-3023,19970630-0105,completed,5.0,1297
I-2713,19970630-0105,withdrawn,,1055
I-610,19970630-0105,registered,,1085
I-2715,19970630-0105,registered,,1124
I-2822,19970630-0105,registered,,1086
I-2823,19970630-0105,withdrawn,,1225
I-2308,19970630-0105,withdrawn,,1087
I-2201,19970630-0105,registered,,1204
I-3629,19950316-0106,not started,,1185
I-2916,19950316-0106,not started,,1005
I-5314,19950316-0106,withdrawn,,1290
I-2915,19950316-0106,withdrawn,,1067
I-1648,19950316-0106,withdrawn,,1197
I-381,19950316-0106,not started,,1136
I-275,19950316-0106,completed,3.0,1055
I-4887,19950316-0106,registered,,1276
I-71,19950316-0106,completed,3.0,1135
I-3319,19950316-0106,withdrawn,,1191
I-2926,19950316-0106,not started,,1297
I-3024,19950316-0106,not started,,1171
I-3845,19950316-0106,completed,3.0,1100
I-3026,19950316-0106,not started,,1005
I-2055,19981226-0107,registered,,1233
I-1943,19981226-0107,completed,3.0,1172
I-3708,19981226-0107,withdrawn,,1286
I-1210,19981226-0107,completed,4.0,1238
I-1741,19981226-0107,completed,4.0,1237
I-2059,19981226-0107,registered,,1025
I-2062,19981226-0107,completed,4.0,1123
I-56,19981226-0107,not started,,1147
I-2707,19981226-0107,completed,3.0,1230
I-1647,19981226-0107,registered,,1217
I-491,19981226-0107,registered,,1144
I-705,19981226-0107,registered,,1105
I-3848,19960818-0108,completed,3.0,1278
I-2516,19960818-0108,registered,,1022
I-3853,19960818-0108,not started,,1013
I-3851,19960818-0108,completed,3.0,1128
I-3237,19960818-0108,registered,,1187
I-3858,19960818-0108,not started,,1105
I-3131,19960818-0108,not started,,1246
I-2200,19960818-0108,withdrawn,,1279
I-3855,19960818-0108,not started,,1265
I-5242,19960818-0108,completed,3.0,1194
I-4714,19960818-0108,withdrawn,,1058
I-3656,19960818-0108,not started,,1269
I-3969,19960818-0108,registered,,1152
I-4081,19960818-0108,not started,,1225
I-4291,19960818-0108,registered,,1201
I-2320,19960818-0108,withdrawn,,1269
I-4086,19960818-0108,not started,,1233
I-3292,19970805-0109,registered,,1107
I-2671,19970805-0109,withdrawn,,1225
I-2887,19970805-0109,completed,3.0,1136
I-2886,19970805-0109,withdrawn,,1245
I-1309,19970805-0109,completed,5.0,1260
I-2997,19970805-0109,registered,,1060
I-4139,19970805-0109,not started,,1165
I-3097,19970805-0109,not started,,1011
I-3428,19960118-0110,completed,5.0,1271
I-2920,19960118-0110,registered,,1136
I-4680,19960118-0110,withdrawn,,1253
I-4681,19960118-0110,not started,,1237
I-4169,19960118-0110,withdrawn,,1220
I-4798,19960118-0110,completed,4.0,1175
I-4800,19960118-0110,withdrawn,,1126
I-4804,19960118-0110,registered,,1123
I-4906,19960118-0110,withdrawn,,1234
I-4907,19960118-0110,completed,3.0,1053
I-4911,19960118-0110,completed,4.0,1211
I-5333,19960118-0110,withdrawn,,1222
I-1522,19950511-0111,not started,,1043
I-3105,19950511-0111,withdrawn,,1006
I-1531,19950511-0111,registered,,1116
I-1530,19950511-0111,not started,,1147
I-1529,19950511-0111,completed,4.0,1178
I-1524,19950511-0111,registered,,1231
I-2675,19950511-0111,withdrawn,,1098
I-1730,19950511-0111,not started,,1106
I-1527,19950511-0111,not started,,1090
I-1528,19950511-0111,completed,5.0,1280
I-5412,19950511-0111,not started,,1276
I-1954,19950511-0111,not started,,1205
I-1636,19950511-0111,withdrawn,,1097
I-1634,19950511-0111,not started,,1238
I-1635,19950511-0111,completed,3.0,1159
I-1637,19950511-0111,not started,,1269
I-1641,19950511-0111,completed,4.0,1031
I-1640,19950511-0111,registered,,1149
I-1638,19950511-0111,withdrawn,,1244
I-5011,19990530-0112,withdrawn,,1290
I-5123,19990530-0112,not started,,1216
I-5016,19990530-0112,not started,,1125
I-189,19990530-0112,registered,,1142
I-3137,19990530-0112,completed,4.0,1222
I-720,19990530-0112,not started,,1274
I-5018,19990530-0112,completed,5.0,1214
I-831,19990530-0112,completed,3.0,1107
I-5234,19990530-0112,not started,,1017
I-515,19990530-0112,completed,3.0,1202
I-4073,19990530-0112,completed,4.0,1297
I-5137,19990530-0112,registered,,1009
I-5132,19990530-0112,registered,,1273
I-5038,19990530-0112,withdrawn,,1190
I-5245,19990530-0112,completed,3.0,1026
I-5246,19990530-0112,completed,3.0,1224
I-5247,19990530-0112,completed,5.0,1004
I-3636,19961117-0113,completed,5.0,1284
I-1653,19961117-0113,completed,5.0,1239
I-5322,19961117-0113,withdrawn,,1155
I-76,19961117-0113,withdrawn,,1130
I-5015,19961117-0113,not started,,1142
I-190,19961117-0113,completed,5.0,1287
I-3338,19961117-0113,withdrawn,,1024
I-397,19961117-0113,registered,,1236
I-298,19961117-0113,registered,,1184
I-299,19961117-0113,withdrawn,,1218
I-300,19961117-0113,registered,,1066
I-302,19961117-0113,withdrawn,,1190
I-2051,19981221-0114,registered,,1224
I-793,19981221-0114,registered,,1128
I-995,19981221-0114,not started,,1139
I-2793,19981221-0114,registered,,1012
I-999,19981221-0114,completed,5.0,1022
I-994,19981221-0114,not started,,1168
I-4878,19981221-0114,not started,,1109
I-2585,19981221-0114,completed,3.0,1177
I-1114,19981221-0114,not started,,1173
I-1115,19981221-0114,completed,4.0,1127
I-5416,19981221-0114,not started,,1192
I-2168,19981221-0114,registered,,1206
I-1737,19981221-0114,not started,,1292
I-2173,19981221-0114,registered,,1079
I-1118,19981221-0114,withdrawn,,1151
I-2273,19981221-0114,not started,,1041
I-700,19981221-0114,not started,,1139
I-4354,19981221-0114,registered,,1089
I-1232,19981221-0114,withdrawn,,1258
I-489,19981221-0114,withdrawn,,1286
I-2489,19950924-0115,not started,,1082
I-3621,19950924-0115,registered,,1055
I-4156,19950924-0115,completed,5.0,1017
I-3622,19950924-0115,not started,,1214
I-3737,19950924-0115,registered,,1281
I-3738,19950924-0115,registered,,1171
I-3438,19950924-0115,registered,,1099
I-3739,19950924-0115,registered,,1162
I-3740,19950924-0115,completed,4.0,1146
I-4264,19950924-0115,registered,,1223
I-915,19950924-0115,withdrawn,,1248
I-4797,19950924-0115,withdrawn,,1220
I-4490,19970112-0116,registered,,1232
I-4694,19970112-0116,withdrawn,,1068
I-505,19970112-0116,completed,5.0,1282
I-4700,19970112-0116,completed,5.0,1278
I-4816,19970112-0116,registered,,1058
I-1574,19970112-0116,registered,,1206
I-4819,19970112-0116,withdrawn,,1083
I-4387,19970112-0116,completed,3.0,1176
I-4927,19970112-0116,not started,,1109
I-3664,19970112-0116,not started,,1084
I-106,19970112-0116,registered,,1132
I-1270,19970112-0116,withdrawn,,1125
I-1228,19960911-0117,registered,,1139
I-702,19960911-0117,completed,3.0,1198
I-703,19960911-0117,withdrawn,,1164
I-701,19960911-0117,not started,,1270
I-815,19960911-0117,not started,,1249
I-816,19960911-0117,registered,,1013
I-820,19960911-0117,withdrawn,,1032
I-2717,19960911-0117,not started,,1104
I-925,19960911-0117,completed,4.0,1057
I-927,19960911-0117,withdrawn,,1156
I-829,19960911-0117,not started,,1162
I-2610,19960911-0117,completed,5.0,1225
I-1001,19970925-0118,completed,4.0,1157
I-900,19970925-0118,registered,,1064
I-1003,19970925-0118,completed,5.0,1184
I-1004,19970925-0118,not started,,1177
I-1122,19970925-0118,not started,,1112
I-2595,19970925-0118,completed,5.0,1044
I-3729,19970925-0118,completed,3.0,1190
I-1442,19970925-0118,not started,,1264
I-811,19970925-0118,withdrawn,,1176
I-1235,19970925-0118,registered,,1267
I-1237,19970925-0118,withdrawn,,1050
I-2398,19970925-0118,completed,5.0,1012
I-1239,19970925-0118,completed,3.0,1115
I-2711,19961108-0119,withdrawn,,1297
I-2713,19961108-0119,withdrawn,,1055
I-2717,19961108-0119,registered,,1104
I-1239,19961108-0119,withdrawn,,1115
I-2822,19961108-0119,completed,3.0,1086
I-1470,19961108-0119,completed,3.0,1032
I-1984,19961108-0119,registered,,1082
I-2829,19961108-0119,completed,3.0,1072
I-1965,19960829-0120,not started,,1148
I-3828,19960829-0120,completed,5.0,1074
I-912,19960829-0120,not started,,1168
I-3322,19960829-0120,completed,4.0,1027
I-3945,19960829-0120,registered,,1122
I-3946,19960829-0120,completed,4.0,1097
I-3948,19960829-0120,not started,,1210
I-3949,19960829-0120,registered,,1095
I-3633,19960829-0120,not started,,1212
I-3952,19960829-0120,not started,,1144
I-916,19960829-0120,not started,,1030
I-1243,19960829-0120,completed,3.0,1026
I-4481,19960829-0120,not started,,1241
I-929,19960829-0120,registered,,1250
I-4065,19960829-0120,registered,,1066
I-1770,19960829-0120,not started,,1080
I-4070,19960829-0120,withdrawn,,1148
I-2300,19990317-0121,completed,5.0,1162
I-3336,19990317-0121,completed,3.0,1157
I-4591,19990317-0121,not started,,1281
I-3445,19990317-0121,withdrawn,,1295
I-301,19990317-0121,registered,,1272
I-5452,19990317-0121,registered,,1139
I-4080,19990317-0121,completed,4.0,1004
I-5135,19990317-0121,not started,,1074
I-994,19990521-0122,completed,4.0,1168
I-4666,19990521-0122,completed,5.0,1122
I-4978,19990521-0122,completed,4.0,1065
I-795,19990521-0122,completed,5.0,1119
I-5092,19990521-0122,completed,5.0,1158
I-2689,19990521-0122,completed,3.0,1220
I-5094,19990521-0122,withdrawn,,1259
I-5097,19990521-0122,withdrawn,,1296
I-380,19990521-0122,completed,4.0,1145
I-5210,19990521-0122,withdrawn,,1087
I-4044,19990521-0122,completed,4.0,1007
I-4261,19990521-0122,not started,,1093
I-1563,19950709-0123,withdrawn,,1189
I-1028,19950709-0123,withdrawn,,1076
I-1029,19950709-0123,registered,,1205
I-1031,19950709-0123,withdrawn,,1069
I-5226,19950709-0123,registered,,1149
I-1984,19950709-0123,not started,,1082
I-1034,19950709-0123,withdrawn,,1258
I-1981,19950709-0123,completed,4.0,1147
I-1037,19950709-0123,registered,,1060
I-291,19950709-0123,not started,,1276
I-1150,19950709-0123,registered,,1202
I-1151,19950709-0123,completed,5.0,1172
I-1153,19950709-0123,withdrawn,,1114
I-1159,19950709-0123,not started,,1038
I-3358,19950709-0123,not started,,1116
I-3464,19950709-0123,not started,,1102
I-3559,19950709-0123,not started,,1255
I-1266,19950709-0123,not started,,1245
I-5318,19950214-0124,not started,,1275
I-5319,19950214-0124,not started,,1102
I-5320,19950214-0124,completed,4.0,1227
I-4267,19950214-0124,withdrawn,,1025
I-5436,19950214-0124,registered,,1046
I-3239,19950214-0124,not started,,1009
I-5438,19950214-0124,completed,4.0,1178
I-5439,19950214-0124,withdrawn,,1170
I-3819,19950817-0125,completed,4.0,1066
I-3820,19950817-0125,not started,,1035
I-3826,19950817-0125,registered,,1032
I-3824,19950817-0125,registered,,1227
I-3933,19950817-0125,registered,,1172
I-2921,19950817-0125,registered,,1135
I-3938,19950817-0125,withdrawn,,1019
I-2599,19950817-0125,registered,,1152
I-4052,19950817-0125,not started,,1058
I-4054,19950817-0125,completed,3.0,1176
I-1343,19950817-0125,completed,5.0,1125
I-2500,19950817-0125,registered,,1237
I-1652,19990405-0126,registered,,1255
I-1236,19990405-0126,withdrawn,,1157
I-3840,19990405-0126,not started,,1211
I-290,19990405-0126,withdrawn,,1031
I-3955,19990405-0126,registered,,1018
I-3958,19990405-0126,registered,,1208
I-2194,19990405-0126,completed,3.0,1270
I-3233,19990405-0126,registered,,1215
I-4072,19990405-0126,completed,3.0,1167
I-3047,19990405-0126,withdrawn,,1227
I-1151,19990405-0126,withdrawn,,1172
I-2944,19990405-0126,not started,,1066
I-1319,19970422-0127,registered,,1139
I-2485,19970422-0127,not started,,1101
I-2064,19970422-0127,registered,,1268
I-1327,19970422-0127,not started,,1018
I-1440,19970422-0127,not started,,1069
I-1441,19970422-0127,registered,,1038
I-807,19970422-0127,completed,4.0,1009
I-1448,19970422-0127,withdrawn,,1101
I-2252,19950225-0128,not started,,1168
I-2458,19950225-0128,completed,4.0,1057
I-4654,19950225-0128,not started,,1239
I-4022,19950225-0128,not started,,1046
I-894,19950225-0128,not started,,1275
I-2370,19950225-0128,completed,5.0,1099
I-4548,19950225-0128,registered,,1258
I-2056,19950225-0128,not started,,1182
I-352,19980410-0129,withdrawn,,1031
I-2037,19980410-0129,registered,,1240
I-5186,19980410-0129,withdrawn,,1182
I-2039,19980410-0129,completed,3.0,1282
I-4977,19980410-0129,completed,5.0,1068
I-3918,19980410-0129,registered,,1005
I-3919,19980410-0129,registered,,1205
I-790,19980410-0129,completed,4.0,1102
I-4034,19980410-0129,completed,5.0,1266
I-4035,19980410-0129,withdrawn,,1240
I-3012,19980410-0129,completed,4.0,1098
I-4350,19980410-0129,withdrawn,,1254
I-4036,19980410-0129,completed,5.0,1278
I-1739,19980410-0129,not started,,1051
I-4040,19980410-0129,withdrawn,,1056
I-4039,19980410-0129,registered,,1084
I-2284,19980617-0130,completed,4.0,1215
I-2286,19980617-0130,registered,,1218
I-2285,19980617-0130,withdrawn,,1248
I-1443,19980617-0130,registered,,1048
I-2396,19980617-0130,withdrawn,,1274
I-286,19980617-0130,completed,3.0,1222
I-2403,19980617-0130,not started,,1027
I-2402,19980617-0130,completed,3.0,1041
I-383,19970117-0131,not started,,1218
I-3222,19970117-0131,registered,,1186
I-388,19970117-0131,registered,,1094
I-4805,19970117-0131,withdrawn,,1109
I-386,19970117-0131,not started,,1151
I-4689,19970117-0131,not started,,1228
I-5524,19970117-0131,completed,3.0,1300
I-1551,19970117-0131,withdrawn,,1264
I-5480,19970117-0131,registered,,1002
I-392,19970117-0131,completed,5.0,1063
I-4903,19970117-0131,not started,,1105
I-5502,19970117-0131,not started,,1001
I-4688,19970117-0131,completed,3.0,1137
I-503,19970117-0131,withdrawn,,1210
I-506,19970117-0131,not started,,1175
I-2725,19970117-0131,not started,,1118
I-5481,19970117-0131,registered,,1002
I-620,19970117-0131,withdrawn,,1085
I-1039,19970117-0131,completed,3.0,1174
I-2836,19970117-0131,completed,5.0,1254
I-622,19970117-0131,registered,,1230
I-5112,19950225-0132,withdrawn,,1139
I-701,19950225-0132,completed,5.0,1270
I-1851,19950225-0132,registered,,1031
I-2700,19950225-0132,not started,,1105
I-815,19950225-0132,completed,4.0,1249
I-1340,19950225-0132,withdrawn,,1013
I-817,19950225-0132,completed,5.0,1226
I-388,19950225-0132,registered,,1094
I-818,19950225-0132,registered,,1104
I-820,19950225-0132,completed,3.0,1032
I-826,19950225-0132,not started,,1121
I-821,19950225-0132,withdrawn,,1266
I-822,19950225-0132,not started,,1245
I-5222,19950225-0132,registered,,1184
I-925,19950225-0132,registered,,1057
I-927,19950225-0132,not started,,1156
I-504,19950225-0132,not started,,1296
I-4815,19950225-0132,withdrawn,,1070
I-880,19961005-0133,registered,,1121
I-1308,19961005-0133,not started,,1200
I-1830,19961005-0133,registered,,1030
I-3608,19961005-0133,not started,,1199
I-1831,19961005-0133,not started,,1292
I-997,19961005-0133,completed,5.0,1255
I-3507,19960809-0134,registered,,1272
I-254,19960809-0134,registered,,1248
I-4339,19960809-0134,registered,,1232
I-46,19960809-0134,withdrawn,,1006
I-5412,19960809-0134,registered,,1276
I-2910,19960809-0134,not started,,1129
I-162,19960809-0134,withdrawn,,1117
I-163,19960809-0134,completed,3.0,1116
I-164,19960809-0134,not started,,1048
I-4676,19960809-0134,completed,3.0,1076
I-166,19960809-0134,completed,4.0,1235
I-167,19960809-0134,completed,3.0,1204
I-168,19960809-0134,not started,,1153
I-272,19960809-0134,not started,,1049
I-4263,19960809-0134,completed,4.0,1055
I-274,19960809-0134,registered,,1152
I-278,19960809-0134,completed,5.0,1170
I-5112,19990713-0135,registered,,1139
I-702,19990713-0135,completed,3.0,1198
I-707,19990713-0135,completed,3.0,1042
I-706,19990713-0135,completed,3.0,1070
I-2925,19990713-0135,withdrawn,,1249
I-816,19990713-0135,registered,,1013
I-388,19990713-0135,completed,4.0,1094
I-825,19990713-0135,completed,5.0,1184
I-925,19990713-0135,completed,4.0,1057
I-927,19990713-0135,withdrawn,,1156
I-295,19990713-0135,withdrawn,,1162
I-931,19990713-0135,withdrawn,,1168
I-5301,19990626-0136,registered,,1131
I-5303,19990626-0136,completed,5.0,1011
I-5304,19990626-0136,withdrawn,,1288
I-3517,19990626-0136,not started,,1191
I-5417,19990626-0136,registered,,1210
I-1445,19990626-0136,withdrawn,,1009
I-600,19990626-0136,not started,,1036
I-5425,19990626-0136,completed,3.0,1106
I-1300,19980203-0137,not started,,1075
I-3701,19980203-0137,completed,4.0,1179
I-1306,19980203-0137,completed,5.0,1255
I-1307,19980203-0137,not started,,1251
I-4449,19980203-0137,withdrawn,,1227
I-2789,19980203-0137,completed,4.0,1224
I-1425,19980203-0137,completed,3.0,1136
I-470,19980203-0137,not started,,1131
I-2883,19980720-0138,registered,,1107
I-886,19980720-0138,completed,3.0,1225
I-143,19980720-0138,not started,,1008
I-2891,19980720-0138,registered,,1033
I-577,19980720-0138,registered,,1260
I-1317,19980720-0138,registered,,1060
I-4454,19980720-0138,not started,,1011
I-5403,19980720-0138,completed,4.0,1165
I-2901,19980720-0138,registered,,1218
I-3003,19980720-0138,registered,,1049
I-2376,19980720-0138,withdrawn,,1120
I-3004,19980720-0138,registered,,1036
I-4774,19951130-0139,completed,4.0,1151
I-4458,19951130-0139,not started,,1096
I-5096,19951130-0139,registered,,1132
I-3932,19951130-0139,registered,,1033
I-2807,19951130-0139,withdrawn,,1030
I-3122,19951130-0139,registered,,1010
I-5108,19951130-0139,registered,,1085
I-5107,19951130-0139,completed,4.0,1210
I-4586,19951130-0139,completed,4.0,1173
I-5217,19951130-0139,withdrawn,,1134
I-3325,19951130-0139,not started,,1279
I-5219,19951130-0139,completed,5.0,1161
I-1001,19950317-0140,registered,,1157
I-900,19950317-0140,completed,4.0,1064
I-4462,19950317-0140,registered,,1184
I-1004,19950317-0140,completed,5.0,1177
I-1122,19950317-0140,completed,5.0,1112
I-3729,19950317-0140,not started,,1190
I-69,19950317-0140,registered,,1250
I-706,19950317-0140,withdrawn,,1070
I-1123,19950317-0140,withdrawn,,1264
I-4901,19950317-0140,withdrawn,,1267
I-2398,19950317-0140,registered,,1012
I-1236,19950317-0140,not started,,1157
I-1559,19950317-0140,not started,,1050
I-4229,19980421-0141,withdrawn,,1271
I-1932,19980421-0141,registered,,1104
I-1933,19980421-0141,registered,,1258
I-1934,19980421-0141,completed,5.0,1181
I-1097,19980421-0141,withdrawn,,1094
I-1935,19980421-0141,not started,,1142
I-1937,19980421-0141,withdrawn,,1270
I-3399,19980421-0141,not started,,1015
I-1939,19980421-0141,registered,,1226
I-4666,19980421-0141,withdrawn,,1122
I-357,19980421-0141,withdrawn,,1084
I-3603,19980421-0141,completed,3.0,1182
I-1726,19980421-0141,not started,,1272
I-2057,19980421-0141,completed,3.0,1108
I-1424,19980421-0141,completed,3.0,1224
I-3404,19980421-0141,not started,,1233
I-3402,19980421-0141,not started,,1268
I-2053,19980421-0141,completed,5.0,1104
I-2052,19980421-0141,completed,3.0,1147
I-2167,19980421-0141,registered,,1266
I-5202,19980421-0141,not started,,1206
I-2169,19980421-0141,not started,,1295
I-2687,19980421-0141,completed,3.0,1281
I-4686,19960406-0142,not started,,1150
I-1971,19960406-0142,registered,,1258
I-4690,19960406-0142,completed,5.0,1226
I-4691,19960406-0142,completed,4.0,1185
I-1668,19960406-0142,withdrawn,,1163
I-3750,19960406-0142,completed,5.0,1275
I-1463,19960406-0142,completed,4.0,1069
I-4810,19960406-0142,registered,,1156
I-4918,19960406-0142,withdrawn,,1241
I-4921,19960406-0142,registered,,1063
I-4922,19960406-0142,not started,,1266
I-2830,19960406-0142,withdrawn,,1225
I-4693,19950604-0143,registered,,1232
I-2615,19950604-0143,withdrawn,,1068
I-505,19950604-0143,not started,,1282
I-4698,19950604-0143,not started,,1022
I-1570,19950604-0143,withdrawn,,1032
I-4597,19950604-0143,registered,,1160
I-5122,19950604-0143,not started,,1286
I-2609,19950604-0143,not started,,1212
I-3848,19950604-0143,completed,5.0,1278
I-4714,19950604-0143,not started,,1058
I-1574,19950604-0143,not started,,1206
I-2524,19950604-0143,completed,5.0,1083
I-4818,19950604-0143,withdrawn,,1176
I-850,19950604-0143,completed,5.0,1109
I-4929,19950604-0143,withdrawn,,1104
I-4934,19950604-0143,completed,3.0,1126
I-1161,19950604-0143,registered,,1125
I-469,19971113-0144,registered,,1145
I-4333,19971113-0144,completed,3.0,1035
I-4335,19971113-0144,registered,,1137
I-4033,19971113-0144,completed,4.0,1013
I-4455,19971113-0144,registered,,1178
I-3932,19971113-0144,registered,,1033
I-4457,19971113-0144,completed,4.0,1258
I-4459,19971113-0144,completed,5.0,1065
I-1014,19971113-0144,completed,5.0,1194
I-4570,19971113-0144,not started,,1222
I-4569,19971113-0144,completed,3.0,1241
I-4571,19971113-0144,registered,,1159
I-4376,19980928-0145,withdrawn,,1258
I-2201,19980928-0145,completed,5.0,1204
I-3444,19980928-0145,withdrawn,,1090
I-4384,19980928-0145,completed,5.0,1143
I-2620,19980928-0145,completed,5.0,1177
I-1360,19980928-0145,withdrawn,,1262
I-4495,19980928-0145,registered,,1104
I-4498,19980928-0145,withdrawn,,1158
I-4608,19980928-0145,withdrawn,,1035
I-2218,19980928-0145,registered,,1297
I-4610,19980928-0145,completed,3.0,1222
I-4614,19980928-0145,withdrawn,,1088
I-4669,19970619-0146,registered,,1083
I-2687,19970619-0146,registered,,1281
I-4671,19970619-0146,registered,,1061
I-1847,19970619-0146,completed,5.0,1199
I-4568,19970619-0146,registered,,1250
I-4787,19970619-0146,withdrawn,,1024
I-4788,19970619-0146,withdrawn,,1284
I-809,19970619-0146,completed,5.0,1004
I-4896,19970619-0146,withdrawn,,1180
I-1860,19970619-0146,not started,,1101
I-4901,19970619-0146,registered,,1267
I-4480,19970619-0146,completed,3.0,1259
I-1009,19980920-0147,not started,,1178
I-4466,19980920-0147,completed,3.0,1080
I-1011,19980920-0147,registered,,1240
I-1445,19980920-0147,completed,5.0,1009
I-2186,19980920-0147,withdrawn,,1286
I-1133,19980920-0147,withdrawn,,1148
I-1132,19980920-0147,registered,,1294
I-1136,19980920-0147,registered,,1193
I-4489,19980920-0147,not started,,1254
I-724,19980920-0147,withdrawn,,1279
I-1248,19980920-0147,registered,,1040
I-1247,19980920-0147,not started,,1042
I-4589,19950818-0148,not started,,1159
I-4916,19950818-0148,not started,,1110
I-91,19950818-0148,withdrawn,,1006
I-834,19950818-0148,completed,5.0,1120
I-512,19950818-0148,registered,,1057
I-4178,19950818-0148,withdrawn,,1161
I-4697,19950818-0148,withdrawn,,1032
I-3648,19950818-0148,completed,3.0,1035
I-4283,19950818-0148,registered,,1133
I-4284,19950818-0148,registered,,1269
I-1361,19950818-0148,not started,,1201
I-4289,19950818-0148,not started,,1123
I-3936,19980804-0149,withdrawn,,1180
I-1751,19980804-0149,completed,3.0,1105
I-2703,19980804-0149,completed,4.0,1107
I-178,19980804-0149,withdrawn,,1025
I-2190,19980804-0149,not started,,1299
I-5221,19980804-0149,not started,,1221
I-2814,19980804-0149,withdrawn,,1196
I-3842,19980804-0149,not started,,1031
I-483,19950331-0150,registered,,1260
I-4993,19950331-0150,registered,,1135
I-4994,19950331-0150,completed,4.0,1021
I-4997,19950331-0150,completed,5.0,1249
I-5113,19950331-0150,completed,3.0,1140
I-5114,19950331-0150,registered,,1127
I-501,19950331-0150,withdrawn,,1167
I-5116,19950331-0150,registered,,1066
I-5226,19950331-0150,registered,,1149
I-2933,19950331-0150,completed,3.0,1230
I-2825,19950331-0150,registered,,1204
I-4275,19950331-0150,completed,4.0,1098
I-3422,19960607-0151,completed,3.0,1175
I-1545,19960607-0151,registered,,1020
